1,24.000000,17.000000,11.000000,20.000000 
2,23.000000,105.000000,76.000000,122.000000 
3,22.000000,77.000000,59.000000,83.000000 
4,21.000000,55.000000,59.000000,69.000000 
5,20.000000,37.000000,42.000000,59.000000 
6,19.000000,32.000000,31.000000,27.000000 
7,18.000000,80.000000,59.000000,101.000000 
8,17.000000,187.000000,149.000000,172.000000 
9,16.000000,209.000000,178.000000,136.000000 
10,15.000000,187.000000,177.000000,153.000000 
11,14.000000,131.000000,153.000000,169.000000 
12,13.000000,79.000000,79.000000,76.000000 
13,12.000000,82.000000,60.000000,99.000000 
14,11.000000,174.000000,128.000000,190.000000 
15,10.000000,186.000000,154.000000,134.000000 
16,9.000000,137.000000,164.000000,181.000000 
17,8.000000,88.000000,125.000000,161.000000 
18,7.000000,85.000000,86.000000,79.000000 
19,6.000000,16.000000,11.000000,18.000000 
20,5.000000,55.000000,39.000000,70.000000 
21,4.000000,47.000000,40.000000,47.000000 
22,3.000000,34.000000,44.000000,59.000000 
23,2.000000,34.000000,36.000000,44.000000 
24,1.000000,41.000000,40.000000,31.000000 
